relative_position	nmd_signed	ctrl_signed	nmd_n	ctrl_n
-250	-1.8073353989090405e-05	-1.0522324422551029e-05	2268	7863
-249	-7.571816235373241e-05	-6.503421924733966e-05	2268	7863
-248	-6.654721148525022e-05	-5.81518665854092e-05	2268	7863
-247	-0.00019281938009560402	-9.27799686947808e-05	2268	7863
-246	-0.00013000942458106206	-6.119769507692805e-05	2268	7863
-245	-0.00011240890224127508	-6.408741577583996e-05	2268	7863
-244	-0.0001135835048042948	-3.38179303856629e-05	2268	7863
-243	1.1729858336108677e-05	1.804535090847171e-05	2268	7863
-242	-4.8287802279574934e-05	-7.485910515628508e-05	2268	7863
-241	-0.0001568439769314322	-8.634046380901355e-05	2268	7863
-240	-0.0002470103559545332	-6.959386197764995e-05	2268	7863
-239	-0.00014031570668536378	-8.208290322102283e-05	2268	7863
-238	-0.0003465037910846058	-0.00012215351810908258	2268	7863
-237	-0.00026008290958554466	-4.324828097797285e-05	2268	7863
-236	-0.00022693748823623445	-5.745660193843962e-05	2268	7863
-235	-0.00036006559993583985	-0.0001616711464112166	2268	7863
-234	-0.00021422572591399823	-9.244816713356802e-05	2268	7863
-233	-0.0001638203916191875	-4.080172345697154e-05	2268	7863
-232	-0.00030353346607319803	-9.220631087533149e-05	2268	7863
-231	-0.00017800858686777566	-1.5055606163188829e-05	2268	7863
-230	-0.00017199949535415246	-2.3529097469325025e-05	2268	7863
-229	-0.00020452575691045591	-7.345150448983852e-05	2268	7863
-228	-0.000141273861809798	-1.0651820141496525e-05	2268	7863
-227	-0.0001254275655786614	-2.2336021458184646e-05	2268	7863
-226	-0.00017874607498927586	-9.045139794212801e-05	2268	7863
-225	-0.00010280450915240768	6.414801793813585e-05	2268	7863
-224	-8.433437666695125e-05	5.748997003940649e-05	2268	7863
-223	-0.00017872899872732365	-8.416452257542914e-06	2268	7863
-222	-7.15475807932526e-05	3.295724186235411e-05	2268	7863
-221	-6.895166195312221e-05	1.9508997577544862e-05	2268	7863
-220	-0.00021273692352282128	-3.1998719164555247e-05	2268	7863
-219	-5.4463870268128195e-05	5.6214003215052215e-05	2268	7863
-218	-6.570361359428094e-06	4.171795194102258e-05	2268	7863
-217	-0.00019003850521230438	-4.14088463201794e-06	2268	7863
-216	-3.665614317848563e-05	8.028945121493807e-05	2268	7863
-215	-0.0001082842728621353	5.087223584255338e-05	2268	7863
-214	-0.0001402568687088696	2.4877920981159496e-05	2268	7863
-213	-0.00013307955668371936	-1.7810481266886868e-05	2268	7863
-212	-5.684398879067946e-05	5.626638157366943e-05	2268	7863
-211	-0.00018009493795664703	-1.648081421915537e-05	2268	7863
-210	-6.42411925684026e-05	3.443549948496269e-05	2268	7863
-209	-2.7849259218749924e-05	4.0084260904905595e-05	2268	7863
-208	-0.000181221376986217	-3.136286820320151e-05	2268	7863
-207	-4.413787771712656e-05	2.9122871432789332e-05	2268	7863
-206	-3.1441424042064956e-05	1.5816727499515815e-05	2268	7863
-205	-0.000124441894676401	2.7336703668333163e-05	2268	7863
-204	-4.612067872596341e-05	3.800083101084069e-05	2268	7863
-203	-3.43787017839552e-05	5.802898356240092e-05	2268	7863
-202	-0.00017524684531664415	-7.441197866331266e-06	2268	7863
-201	-8.475056606840103e-05	2.4319284623609494e-05	2268	7863
-200	-2.6702345448037684e-05	4.491572587133674e-05	2268	7863
-199	-0.00014313702113817828	-1.155956968751696e-05	2268	7863
-198	-6.331877021398499e-05	2.686378974324529e-05	2268	7863
-197	-3.597826987244302e-05	3.3864789957194103e-06	2268	7863
-196	-0.0001649292567889261	-1.7562649341869898e-05	2268	7863
-195	-2.897602403894006e-05	5.848951261007506e-05	2268	7863
-194	-2.032351531301327e-05	4.0336681286206745e-05	2268	7863
-193	-0.00017042655105191753	-2.4102159364841714e-05	2268	7863
-192	-5.946460158068935e-05	5.8944654148334564e-05	2268	7863
-191	-5.390438981404064e-05	2.7409838413115343e-05	2268	7863
-190	-0.00016023377250836484	2.52947642886564e-06	2268	7863
-189	-7.940670786774941e-05	4.262432170611708e-05	2268	7863
-188	-5.2514674665507094e-05	4.163951595792774e-05	2268	7863
-187	-0.00015751883063964023	-4.8907860160857666e-05	2268	7863
-186	-6.432426048282008e-05	9.266106250794508e-07	2268	7863
-185	-7.432628696371845e-05	1.836783002989848e-05	2268	7863
-184	-0.00015450613105993995	-3.6152565619415185e-05	2268	7863
-183	-0.00015212918623294989	-2.3484716956382288e-05	2268	7863
-182	-6.362633634946283e-05	-9.396190768975132e-06	2268	7863
-181	-0.00011801554396816646	1.0227714301678603e-05	2268	7863
-180	-4.454436959987079e-05	4.46107025328499e-05	2268	7863
-179	-2.2800000984298765e-05	3.9315460677375294e-05	2268	7863
-178	-0.00013995018881342105	-2.3965188682295247e-05	2268	7863
-177	-2.6935906045678993e-05	5.505323910518889e-05	2268	7863
-176	-8.891724090227946e-05	1.5633114071866483e-05	2268	7863
-175	-0.0001130362761158202	-1.8681412803951063e-05	2268	7863
-174	-7.94022574070625e-06	3.4136771827680706e-05	2268	7863
-173	-2.8012765666986003e-05	1.695194592279236e-05	2268	7863
-172	-7.121820752313696e-05	-3.3724741373376748e-06	2268	7863
-171	-6.724207374942213e-05	1.8647622470741262e-05	2268	7863
-170	-1.2820914945018225e-05	5.0865521731714826e-05	2268	7863
-169	-9.427389551129624e-05	-2.778741730690269e-05	2268	7863
-168	-7.410088987227922e-05	2.776137910138542e-05	2268	7863
-167	-2.6092454050271726e-05	3.268964873654899e-05	2268	7863
-166	-0.00010206460179123497	-4.057278113078795e-05	2268	7863
-165	-7.590197972246706e-05	2.1191754042008264e-05	2268	7863
-164	-2.5165823247525408e-05	1.3614573756879175e-05	2268	7863
-163	-4.973208372864861e-05	-1.740059659698323e-05	2268	7863
-162	-2.6583205715573942e-05	-6.941905903242775e-06	2268	7863
-161	-2.627170734270962e-05	3.79102837759601e-05	2268	7863
-160	-5.7947800826834e-05	-5.548545712406876e-05	2268	7863
-159	-6.268615194316996e-05	9.510625124693689e-06	2268	7863
-158	-1.3517759380362863e-05	3.0683991921762166e-05	2268	7863
-157	-6.438622531713258e-05	-2.3606898946170497e-05	2268	7863
-156	-5.492992442528683e-05	2.4672401075105487e-05	2268	7863
-155	-1.8016495045856282e-05	2.6632809277434866e-05	2268	7863
-154	-3.5121497714490794e-05	-6.409068179701427e-07	2268	7863
-153	-5.644038028473627e-05	-8.834879118933431e-06	2268	7863
-152	-2.7306567626953008e-05	1.8162459842050993e-05	2268	7863
-151	-9.150821213672388e-05	-4.883843962009219e-05	2268	7863
-150	-3.53143335250446e-05	9.007421071611921e-06	2268	7863
-149	-2.06059325719663e-05	3.0181012281640804e-05	2268	7863
-148	-6.084667533250461e-05	-1.0096094441914787e-05	2268	7863
-147	-6.278662746783456e-05	1.7324455557433372e-05	2268	7863
-146	1.1260659720550603e-05	3.301112392520606e-05	2268	7863
-145	-9.587776343851173e-06	9.70672599256134e-06	2268	7863
-144	-2.9383099282818535e-06	4.887229209375779e-05	2268	7863
-143	-3.575932187669311e-05	4.168061190647864e-05	2268	7863
-142	-7.697857764016956e-06	3.8216203177973115e-08	2268	7863
-141	-6.629623351459974e-05	4.732870599966882e-06	2268	7863
-140	-3.8076319262877538e-06	3.624175884308823e-05	2268	7863
-139	2.3239239029185814e-05	-2.2751249555200746e-05	2268	7863
-138	-2.1277025217504517e-05	-5.060412279489665e-06	2268	7863
-137	9.504401146981842e-08	1.4859144241836822e-05	2268	7863
-136	1.4169413220336914e-05	2.938044039105749e-05	2268	7863
-135	-6.033018703765189e-05	4.985771606468404e-05	2268	7863
-134	4.126155084487261e-05	5.883308225562589e-05	2268	7863
-133	-5.312900891243881e-07	1.0754145890434842e-05	2268	7863
-132	-2.963649434913875e-05	3.39946658655427e-05	2268	7863
-131	2.857497643572275e-05	6.612889261771472e-05	2268	7863
-130	6.357365627096722e-06	-7.530364237425826e-06	2268	7863
-129	1.5751428184087035e-05	4.795541705979096e-05	2268	7863
-128	1.0931494974215861e-06	3.6237151943247215e-05	2268	7863
